channelId,title,description,publishedAt,viewCount,subscriberCount,videoCount,topicCategories,country,period_views,period_comments,period_video_count,most_common_video_category,most_common_video_category_name,subs_processed,commenter_count,sub_count
UCz1VT_KCrjMdtGRcKLLznhg,ZvejoTV,"Sveiki, Žvejo TV tai legendinės tv laidos ,,vienam gale kablys,, dienoraštis. Čia rasite daugelį žinomiausio Lietuvos žvejo Pauliaus Korsako ir jo komandos sukurtų televizijos laidų apie žūklę. Visada pravartu pažiūrėti žūklės būdus, vietas, masalus, pasinerti į praeitį ir sugalvoti savo planuojamų žvejybų ateitį. Žinoma, visada galima gilintis ir giliau, tam Žvejo TV, kas savaitę kuria smagius ir informatyvius filmus šiose platformose.
Išskirtinis turinys: https://contribee.com/zvejotv   https://www.patreon.com/zvejotv 
Tai ir  žūklės  vietos,, ir pamokos, ir tiesiog geras ir smagus kontentas, kur narstoma begalė smulkmenų, kad jūsų žvejybos būtų žuvingos ir gražios. Ačiū, kad esame kartu. Pagarbiai, Paulius.
",2016-12-27T22:03:40Z,1338746,13600,234,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Pet']",LT,157746,189,37,24,Pramogos,True,97,2529
UCz3hp52IxIvLvy4OPBLp39g,norbefilms,"Doing in life what I can do best and most importantly – what I like doing. That is drifting, filming, traveling all over the world, always searching for new experiences and looking forward to the future’s unknowns. Subscribe to keep in touch!",2011-04-01T05:42:31Z,60445516,226000,449,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Vehicle']",LT,1913398,5655,32,2,Automobiliai ir transporto priemonės,True,3125,19451
UCZDC1NwOEX3DclqBwVUmsTw,Ertyez,Lots of Funny gameplay videos to be found here! Subscrib for Good laffs and fun tims!,2012-02-05T11:28:17Z,158425447,496000,1209,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Puzzle_video_game', 'https://en.wikipedia.org/wiki/Casual_game']",LT,212551,608,18,20,Žaidimai,True,277,460
UCZiCgb0Ci1jDfNw9sbrHNUw,Gazas Dugnas TV,Prisidėkite prie mūsų kuriamo turinio: www.gazasdugnas.lt,2018-09-15T13:32:22Z,13779891,38000,790,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Vehicle']",LT,1515536,4731,114,2,Automobiliai ir transporto priemonės,True,1428,8769
UCZiGvRvQhtDC2gQWAByw8vg,"Sergej ""KUVALDA"" Maslobojev","Labas, mano vardas Sergej Maslobojev. Taip pat žinomas ringo slapyvardžiu KUVALDA. Esu daugkartinis pasaulio ir Europos kikboksingo čempionas. Turintis misiją savo kanale atskleisti konstruktyvią kovos menų galią ir itaką žmogui. Noriu pasidalinti savo patirtimi, patarimais ir tikslais. 
Čia iš arčiau galėsite pamatyti kaip atrodo kovotojo kelias ir kokia svarbi motyvacija yra kiekvienam iš mūsų. 

Visa tai rasite mano kanale: 
Kovų ir turnyrų apžvalgos;
Kovos vedimo įžvalgos;
Smūgiavimo technikų pamokos:
Profesionalaus atleto kasdienybė;
Lektorystė / Socialinė veikla;
Motyvacija ir darbas su savimi.

Tikiu, kad šiame kanale kiekvienas galėsite rasti sau įkvėpimo ir paskatinimo nerti į kovos menų filosofiją, tuo pačiu kuriant geriausią savo paties versiją. 
Prisimink, kad mes patys rašome savo istoriją..
",2012-01-25T11:29:57Z,5065616,33700,417,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Entertainment']",LT,422895,1346,50,17,Sportas,True,713,7586
UCZJe-xLM1G1wCVmXGil0P6A,GURIS,Facebook MOTO GURIS,2011-10-27T14:42:42Z,12745564,37500,498,"['https://en.wikipedia.org/wiki/Vehicle', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,638467,2039,56,22,Žmonės ir tinklaraščiai,True,857,7108
UCZjWm48_XMAA2DZ5bUzrzyQ,Ghetto Records,"Welcome to official Ghetto Records channel, we promise to deliver electronic music to the next level
Spotify playlist : https://open.spotify.com/playlist/1pfgfBHyeeDXlaKIJF4gRW?si=8bc7dd40b466463d

Ghetto Records is a project dedicated for promoting and sharing the best fresh music and helping the artists achieve higher number of audience by promoting their work. We are keen on helping to rise worldwide awareness of an artist.
",2014-04-21T20:32:00Z,28545865,72400,2962,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,2383862,1046,305,10,Muzika,True,296,381
UCZxARTFK_HfPftwb-TqDSvg,dima_aimbots,#1 CS2 STREAMER IN MY FAMILY,2022-11-10T19:54:50.286998Z,129583643,175000,621,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Role-playing_video_game']",LT,70973330,49438,349,20,Žaidimai,True,21180,1579
UC_J22QdSwBtmjj-VfaQbjrw,Sandra ir Viktoras Official,,2020-02-26T21:48:18.094697Z,17146305,17500,17,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,573035,219,3,10,Muzika,True,124,753
UC_nn8jRjoDzkvNOBZznPjow,kamaniusilelis,"„The minimalistic, rhythmic, and gently psychedelic music of the Kamanių šilelis duo could be described as contemporary electrified indie folk with an internationally appealing sound. However, what distinguishes it from most of the output in a similar vein, predominantly sung in English, is that the lyrics are often traditional Lithuanian folk songs, instantly recognizable yet treated in a novel, laidback vocal manner by the singer Kamilė Gudmonaitė. Recently, though, the duo have been gravitating increasingly towards original lyrics, which nevertheless still sound folk-like. In their records and live performances, Kamanių šilelis use traditional instruments from near and far, such as ukulele and didgeridoo, and occasionally even everyday-use objects. As a result, the music of this evolving and innovative project enjoys a crossover audience, and attracts fans who do not usually listen to more conventional folk, post-folk, or even world music.“
Jurij Dobriakov",2011-06-10T09:08:27Z,6571524,12000,36,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Independent_music']",LT,349411,108,2,10,Muzika,True,99,1256
